0.000000,0.010000,0.020000,0.030000,0.040000,0.050000,0.060000,0.070000,0.080000,0.090000,0.100000,0.110000,0.120000,0.130000,0.140000,0.150000,0.160000,0.170000,0.180000,0.190000
23351.904297,23386.980469,23505.402344,23589.642578,23801.556641,24054.919922,24041.568359,24338.107422,23835.947266,23837.394531,23981.875000,23810.601562,24114.525391,23665.591797,23852.433594,23739.656250,24034.767578,23917.556641,23779.900391,23759.892578
23351.904297,23434.373047,23471.320312,23644.062500,23710.625000,23995.501953,23802.666016,23828.406250,24068.730469,24276.833984,23900.378906,23865.056641,23675.425781,23854.957031,23903.703125,24165.841797,24084.916016,24089.990234,23918.218750,24094.919922
23351.904297,23414.050781,23515.814453,23629.837891,23869.500000,23856.548828,24045.716797,23886.640625,23735.734375,24065.058594,23956.882812,24083.144531,23868.523438,23940.363281,24068.609375,24021.767578,24157.013672,23771.623047,24007.636719,23786.677734
23351.904297,23256.687500,23591.812500,23650.675781,23704.822266,23975.773438,24043.187500,23979.025391,24057.314453,24020.591797,23861.527344,23848.814453,23974.894531,23989.107422,23931.886719,23749.699219,24137.521484,23877.238281,23956.259766,23983.716797
23351.904297,23217.724609,23377.818359,23568.955078,23915.847656,23982.632812,23875.697266,23795.826172,24001.710938,24033.312500,23935.621094,24312.935547,23825.498047,23857.460938,23743.746094,24122.625000,24060.378906,23962.962891,23936.546875,23976.113281
23351.904297,23472.773438,23377.525391,23605.761719,23921.591797,23826.250000,23701.115234,23938.787109,24029.644531,23783.451172,23857.173828,23699.988281,23881.710938,24016.283203,23975.939453,23939.251953,23535.947266,23918.853516,23883.230469,23946.935547
23351.904297,23587.734375,23648.365234,23625.060547,23832.750000,23955.744141,23701.890625,24002.566406,23949.890625,23967.810547,23944.736328,23984.328125,23755.488281,23745.402344,23805.785156,23844.533203,23980.789062,23977.875000,24009.189453,23981.169922
23351.904297,23278.662109,23399.947266,23723.255859,23810.099609,23668.220703,23977.613281,23915.701172,23903.410156,24067.564453,23886.587891,23913.365234,23989.667969,24020.011719,24161.064453,24081.156250,23881.908203,23901.367188,23923.712891,24084.556641
23351.904297,23541.921875,23456.558594,23669.681641,23842.484375,24054.623047,23982.484375,24006.017578,24185.369141,23924.343750,24197.365234,23819.060547,23996.341797,23889.732422,23996.310547,24012.773438,23850.605469,23921.728516,24139.667969,23835.226562
23351.904297,23323.609375,23558.628906,23674.636719,23727.392578,23999.320312,23978.787109,24029.732422,23997.750000,23875.398438,23814.810547,23806.162109,23994.273438,23871.423828,24043.113281,24052.259766,23939.613281,23831.044922,24333.439453,24064.089844
23351.904297,23319.257812,23546.957031,23854.734375,23534.074219,23679.304688,23838.832031,23965.546875,24077.324219,23939.550781,24045.048828,23718.505859,23838.767578,23858.099609,24136.333984,23928.644531,24071.369141,23905.839844,23922.164062,23887.285156
23351.904297,23334.029297,23463.046875,23687.640625,23761.064453,23910.292969,23909.855469,23799.705078,24054.037109,24006.072266,23897.255859,23873.849609,24127.738281,23969.724609,24077.398438,23851.609375,24158.251953,23817.378906,23586.939453,23942.035156
23351.904297,23049.621094,23415.822266,23517.908203,23851.025391,23684.957031,23827.287109,23857.154297,24082.308594,23937.283203,23812.488281,23889.525391,23990.830078,23961.541016,24045.353516,23944.916016,24123.630859,24162.042969,24015.558594,23795.851562
23351.904297,23395.970703,23596.250000,23864.142578,23753.570312,23736.728516,23855.396484,24208.330078,23737.515625,23922.326172,23927.404297,23779.048828,23660.361328,24022.125000,23794.355469,23900.671875,23804.484375,23820.710938,24105.332031,23646.007812
23351.904297,23356.455078,23421.271484,23916.769531,23689.683594,23580.341797,23778.490234,24076.236328,23897.089844,23920.000000,23883.822266,23809.908203,24114.681641,23824.152344,23829.199219,23954.388672,23703.078125,23906.052734,23839.681641,23951.376953
23351.904297,23409.363281,23693.753906,23711.107422,23843.185547,23955.029297,23844.525391,23920.923828,23875.478516,23921.273438,24005.548828,24041.242188,24069.699219,23910.419922,24009.710938,24046.009766,23799.679688,24069.240234,23997.974609,23847.083984
23351.904297,23297.171875,23686.925781,23664.097656,23540.498047,24028.429688,23866.958984,23734.378906,23957.027344,23880.888672,23992.796875,23707.457031,23834.730469,23973.738281,24171.742188,23793.767578,23911.347656,23885.746094,23649.259766,23913.718750
23351.904297,23407.222656,23360.093750,23810.681641,23651.337891,23738.388672,23736.708984,23682.195312,23998.451172,23956.550781,23838.902344,23626.398438,23800.369141,23860.765625,23738.171875,23978.550781,23894.664062,23904.308594,24066.835938,23836.941406
23351.904297,23385.726562,23345.828125,23690.394531,23871.814453,24230.988281,23909.482422,24000.599609,23922.207031,23833.134766,23860.244141,24034.457031,23959.294922,23666.341797,23961.533203,23931.652344,23773.265625,24074.177734,23934.066406,23865.140625
23351.904297,23256.031250,23324.384766,23757.339844,23510.007812,23855.753906,23844.210938,23943.669922,24119.435547,23866.599609,23859.296875,24076.347656,24096.246094,23988.923828,24080.998047,24005.085938,24212.388672,23700.455078,24121.164062,23929.132812
23351.904297,23267.648438,23526.408203,23615.390625,23779.214844,23966.261719,23930.041016,23808.722656,24041.326172,23860.642578,24021.279297,23799.664062,24147.603516,23960.050781,24058.685547,24051.308594,23811.685547,24001.722656,24225.625000,24048.162109
23351.904297,23268.673828,23451.277344,23533.390625,24001.242188,23931.701172,23723.841797,23754.656250,23777.285156,24057.677734,24113.544922,23766.742188,23717.617188,24077.917969,24046.669922,24068.972656,24037.179688,23880.914062,24032.244141,23922.082031
23351.904297,23292.074219,23379.863281,23803.371094,23774.953125,23935.652344,23712.939453,23926.763672,23969.601562,23915.052734,23965.425781,23894.197266,23531.855469,24188.183594,23912.472656,23814.824219,23680.433594,23852.314453,23884.748047,23975.837891
23351.904297,23359.003906,23436.431641,23687.824219,23697.847656,24076.482422,23740.082031,23841.900391,24046.656250,24059.750000,24183.554688,23821.890625,23815.851562,23903.982422,24099.708984,23930.476562,24120.085938,23972.912109,23898.035156,24171.158203
23351.904297,23195.076172,23405.937500,23524.748047,23838.355469,24016.982422,23881.167969,23709.912109,23650.935547,24073.673828,23810.664062,24101.341797,23995.003906,23936.347656,24075.251953,23861.123047,23726.599609,23874.574219,24132.312500,23819.396484
23351.904297,23544.666016,23479.900391,23601.636719,23821.269531,24151.859375,23721.468750,23965.136719,23967.541016,23820.707031,23967.578125,23606.595703,24148.517578,23768.724609,24205.167969,23960.816406,23933.746094,24232.908203,23883.966797,24165.298828
23351.904297,23388.144531,23635.376953,23637.761719,23806.212891,24107.255859,24107.480469,23988.714844,24165.294922,23984.693359,23936.025391,24202.568359,24184.826172,23718.277344,23982.230469,23940.439453,23900.853516,23861.253906,23862.994141,24018.759766
23351.904297,23336.941406,23379.261719,23672.330078,23712.667969,23782.537109,24111.140625,23776.814453,24109.376953,24020.673828,24073.394531,23731.242188,24066.566406,23998.501953,24089.199219,24218.851562,23789.500000,23810.755859,24069.830078,23968.076172
23351.904297,23514.755859,23410.492188,23607.316406,23921.271484,24010.277344,23606.443359,24050.845703,24171.595703,23927.060547,23908.185547,24057.861328,23880.685547,23981.369141,24043.425781,24070.482422,24123.783203,24077.939453,24137.041016,23972.533203
23351.904297,23298.013672,23626.593750,23824.822266,23840.373047,23901.033203,23798.056641,23925.912109,23917.062500,23586.029297,23919.781250,23736.234375,23853.947266,23931.833984,23811.814453,23944.472656,24051.527344,23779.193359,23698.582031,24006.712891
